################################################
# A 3-D crustal shear wave velocity model in the Banda Arc collision zone from ambient noise tomography
# Please cite the original work behind this Earth model in the following:
# Zhang, P., and Miller, M.S., (2020) Seismic imaging of the subducted Australian Continental Margin beneath Timor and the Banda Arc collision zone, Accepted by GRL on November 24, 2020
####
# longitude	latitude	depth(km)	Vsv(km/s)
  118.750   -7.500   60.000    4.377
  118.750   -7.750   60.000    4.372
  118.750   -8.000   60.000    4.338
  118.750   -8.250   60.000    4.264
  118.750   -8.500   60.000    4.167
  118.750   -8.750   60.000    4.114
  118.750   -9.000   60.000    4.176
  118.750   -9.250   60.000    4.272
  118.750   -9.500   60.000    4.340
  118.750   -9.750   60.000    4.373
  118.750  -10.000   60.000    4.381
  118.750  -10.250   60.000    4.376
  118.750  -10.500   60.000    4.370
  118.750  -10.750   60.000    4.367
  118.750  -11.000   60.000    4.368
  118.750  -11.250   60.000    4.369
  119.000   -7.500   60.000    4.376
  119.000   -7.750   60.000    4.367
  119.000   -8.000   60.000    4.330
  119.000   -8.250   60.000    4.256
  119.000   -8.500   60.000    4.165
  119.000   -8.750   60.000    4.127
  119.000   -9.000   60.000    4.203
  119.000   -9.250   60.000    4.299
  119.000   -9.500   60.000    4.354
  119.000   -9.750   60.000    4.377
  119.000  -10.000   60.000    4.380
  119.000  -10.250   60.000    4.374
  119.000  -10.500   60.000    4.368
  119.000  -10.750   60.000    4.367
  119.000  -11.000   60.000    4.368
  119.000  -11.250   60.000    4.369
  119.250   -7.500   60.000    4.374
  119.250   -7.750   60.000    4.360
  119.250   -8.000   60.000    4.323
  119.250   -8.250   60.000    4.256
  119.250   -8.500   60.000    4.179
  119.250   -8.750   60.000    4.161
  119.250   -9.000   60.000    4.255
  119.250   -9.250   60.000    4.346
  119.250   -9.500   60.000    4.370
  119.250   -9.750   60.000    4.375
  119.250  -10.000   60.000    4.375
  119.250  -10.250   60.000    4.371
  119.250  -10.500   60.000    4.368
  119.250  -10.750   60.000    4.367
  119.250  -11.000   60.000    4.368
  119.250  -11.250   60.000    4.369
  119.500   -7.500   60.000    4.372
  119.500   -7.750   60.000    4.357
  119.500   -8.000   60.000    4.326
  119.500   -8.250   60.000    4.273
  119.500   -8.500   60.000    4.216
  119.500   -8.750   60.000    4.223
  119.500   -9.000   60.000    4.332
  119.500   -9.250   60.000    4.404
  119.500   -9.500   60.000    4.374
  119.500   -9.750   60.000    4.365
  119.500  -10.000   60.000    4.368
  119.500  -10.250   60.000    4.367
  119.500  -10.500   60.000    4.367
  119.500  -10.750   60.000    4.368
  119.500  -11.000   60.000    4.369
  119.500  -11.250   60.000    4.370
  119.750   -7.500   60.000    4.369
  119.750   -7.750   60.000    4.361
  119.750   -8.000   60.000    4.345
  119.750   -8.250   60.000    4.318
  119.750   -8.500   60.000    4.290
  119.750   -8.750   60.000    4.315
  119.750   -9.000   60.000    4.418
  119.750   -9.250   60.000    4.438
  119.750   -9.500   60.000    4.364
  119.750   -9.750   60.000    4.354
  119.750  -10.000   60.000    4.363
  119.750  -10.250   60.000    4.364
  119.750  -10.500   60.000    4.365
  119.750  -10.750   60.000    4.367
  119.750  -11.000   60.000    4.369
  119.750  -11.250   60.000    4.370
  120.000   -7.500   60.000    4.368
  120.000   -7.750   60.000    4.374
  120.000   -8.000   60.000    4.382
  120.000   -8.250   60.000    4.392
  120.000   -8.500   60.000    4.406
  120.000   -8.750   60.000    4.433
  120.000   -9.000   60.000    4.488
  120.000   -9.250   60.000    4.450
  120.000   -9.500   60.000    4.367
  120.000   -9.750   60.000    4.371
  120.000  -10.000   60.000    4.371
  120.000  -10.250   60.000    4.363
  120.000  -10.500   60.000    4.360
  120.000  -10.750   60.000    4.363
  120.000  -11.000   60.000    4.367
  120.000  -11.250   60.000    4.370
  120.250   -7.500   60.000    4.369
  120.250   -7.750   60.000    4.390
  120.250   -8.000   60.000    4.422
  120.250   -8.250   60.000    4.472
  120.250   -8.500   60.000    4.539
  120.250   -8.750   60.000    4.544
  120.250   -9.000   60.000    4.549
  120.250   -9.250   60.000    4.478
  120.250   -9.500   60.000    4.411
  120.250   -9.750   60.000    4.400
  120.250  -10.000   60.000    4.373
  120.250  -10.250   60.000    4.357
  120.250  -10.500   60.000    4.351
  120.250  -10.750   60.000    4.354
  120.250  -11.000   60.000    4.362
  120.250  -11.250   60.000    4.370
  120.500   -7.500   60.000    4.369
  120.500   -7.750   60.000    4.399
  120.500   -8.000   60.000    4.442
  120.500   -8.250   60.000    4.504
  120.500   -8.500   60.000    4.573
  120.500   -8.750   60.000    4.541
  120.500   -9.000   60.000    4.584
  120.500   -9.250   60.000    4.528
  120.500   -9.500   60.000    4.462
  120.500   -9.750   60.000    4.388
  120.500  -10.000   60.000    4.356
  120.500  -10.250   60.000    4.346
  120.500  -10.500   60.000    4.340
  120.500  -10.750   60.000    4.344
  120.500  -11.000   60.000    4.355
  120.500  -11.250   60.000    4.368
  120.750   -7.500   60.000    4.369
  120.750   -7.750   60.000    4.398
  120.750   -8.000   60.000    4.437
  120.750   -8.250   60.000    4.489
  120.750   -8.500   60.000    4.536
  120.750   -8.750   60.000    4.454
  120.750   -9.000   60.000    4.555
  120.750   -9.250   60.000    4.561
  120.750   -9.500   60.000    4.518
  120.750   -9.750   60.000    4.404
  120.750  -10.000   60.000    4.362
  120.750  -10.250   60.000    4.354
  120.750  -10.500   60.000    4.343
  120.750  -10.750   60.000    4.341
  120.750  -11.000   60.000    4.351
  120.750  -11.250   60.000    4.366
  121.000   -7.500   60.000    4.369
  121.000   -7.750   60.000    4.386
  121.000   -8.000   60.000    4.409
  121.000   -8.250   60.000    4.438
  121.000   -8.500   60.000    4.458
  121.000   -8.750   60.000    4.359
  121.000   -9.000   60.000    4.477
  121.000   -9.250   60.000    4.522
  121.000   -9.500   60.000    4.545
  121.000   -9.750   60.000    4.457
  121.000  -10.000   60.000    4.408
  121.000  -10.250   60.000    4.394
  121.000  -10.500   60.000    4.370
  121.000  -10.750   60.000    4.355
  121.000  -11.000   60.000    4.355
  121.000  -11.250   60.000    4.364
  121.250   -7.500   60.000    4.368
  121.250   -7.750   60.000    4.367
  121.250   -8.000   60.000    4.366
  121.250   -8.250   60.000    4.364
  121.250   -8.500   60.000    4.369
  121.250   -8.750   60.000    4.295
  121.250   -9.000   60.000    4.392
  121.250   -9.250   60.000    4.429
  121.250   -9.500   60.000    4.489
  121.250   -9.750   60.000    4.468
  121.250  -10.000   60.000    4.466
  121.250  -10.250   60.000    4.462
  121.250  -10.500   60.000    4.429
  121.250  -10.750   60.000    4.391
  121.250  -11.000   60.000    4.371
  121.250  -11.250   60.000    4.365
  121.500   -7.500   60.000    4.367
  121.500   -7.750   60.000    4.345
  121.500   -8.000   60.000    4.320
  121.500   -8.250   60.000    4.292
  121.500   -8.500   60.000    4.307
  121.500   -8.750   60.000    4.285
  121.500   -9.000   60.000    4.337
  121.500   -9.250   60.000    4.363
  121.500   -9.500   60.000    4.413
  121.500   -9.750   60.000    4.442
  121.500  -10.000   60.000    4.514
  121.500  -10.250   60.000    4.552
  121.500  -10.500   60.000    4.518
  121.500  -10.750   60.000    4.448
  121.500  -11.000   60.000    4.397
  121.500  -11.250   60.000    4.367
  121.750   -7.500   60.000    4.365
  121.750   -7.750   60.000    4.327
  121.750   -8.000   60.000    4.281
  121.750   -8.250   60.000    4.233
  121.750   -8.500   60.000    4.262
  121.750   -8.750   60.000    4.247
  121.750   -9.000   60.000    4.245
  121.750   -9.250   60.000    4.295
  121.750   -9.500   60.000    4.365
  121.750   -9.750   60.000    4.446
  121.750  -10.000   60.000    4.561
  121.750  -10.250   60.000    4.639
  121.750  -10.500   60.000    4.614
  121.750  -10.750   60.000    4.507
  121.750  -11.000   60.000    4.423
  121.750  -11.250   60.000    4.371
  122.000   -7.500   60.000    4.364
  122.000   -7.750   60.000    4.319
  122.000   -8.000   60.000    4.262
  122.000   -8.250   60.000    4.207
  122.000   -8.500   60.000    4.246
  122.000   -8.750   60.000    4.199
  122.000   -9.000   60.000    4.138
  122.000   -9.250   60.000    4.203
  122.000   -9.500   60.000    4.296
  122.000   -9.750   60.000    4.426
  122.000  -10.000   60.000    4.573
  122.000  -10.250   60.000    4.662
  122.000  -10.500   60.000    4.638
  122.000  -10.750   60.000    4.525
  122.000  -11.000   60.000    4.433
  122.000  -11.250   60.000    4.372
  122.250   -7.500   60.000    4.366
  122.250   -7.750   60.000    4.323
  122.250   -8.000   60.000    4.269
  122.250   -8.250   60.000    4.226
  122.250   -8.500   60.000    4.256
  122.250   -8.750   60.000    4.188
  122.250   -9.000   60.000    4.102
  122.250   -9.250   60.000    4.177
  122.250   -9.500   60.000    4.278
  122.250   -9.750   60.000    4.415
  122.250  -10.000   60.000    4.541
  122.250  -10.250   60.000    4.589
  122.250  -10.500   60.000    4.568
  122.250  -10.750   60.000    4.492
  122.250  -11.000   60.000    4.422
  122.250  -11.250   60.000    4.370
  122.500   -7.500   60.000    4.368
  122.500   -7.750   60.000    4.330
  122.500   -8.000   60.000    4.289
  122.500   -8.250   60.000    4.269
  122.500   -8.500   60.000    4.269
  122.500   -8.750   60.000    4.229
  122.500   -9.000   60.000    4.148
  122.500   -9.250   60.000    4.212
  122.500   -9.500   60.000    4.297
  122.500   -9.750   60.000    4.387
  122.500  -10.000   60.000    4.458
  122.500  -10.250   60.000    4.485
  122.500  -10.500   60.000    4.485
  122.500  -10.750   60.000    4.449
  122.500  -11.000   60.000    4.405
  122.500  -11.250   60.000    4.369
  122.750   -7.500   60.000    4.367
  122.750   -7.750   60.000    4.331
  122.750   -8.000   60.000    4.291
  122.750   -8.250   60.000    4.271
  122.750   -8.500   60.000    4.249
  122.750   -8.750   60.000    4.304
  122.750   -9.000   60.000    4.234
  122.750   -9.250   60.000    4.252
  122.750   -9.500   60.000    4.284
  122.750   -9.750   60.000    4.316
  122.750  -10.000   60.000    4.373
  122.750  -10.250   60.000    4.414
  122.750  -10.500   60.000    4.428
  122.750  -10.750   60.000    4.415
  122.750  -11.000   60.000    4.391
  122.750  -11.250   60.000    4.369
  123.000   -7.500   60.000    4.364
  123.000   -7.750   60.000    4.321
  123.000   -8.000   60.000    4.267
  123.000   -8.250   60.000    4.222
  123.000   -8.500   60.000    4.239
  123.000   -8.750   60.000    4.400
  123.000   -9.000   60.000    4.324
  123.000   -9.250   60.000    4.260
  123.000   -9.500   60.000    4.232
  123.000   -9.750   60.000    4.249
  123.000  -10.000   60.000    4.320
  123.000  -10.250   60.000    4.378
  123.000  -10.500   60.000    4.398
  123.000  -10.750   60.000    4.394
  123.000  -11.000   60.000    4.382
  123.000  -11.250   60.000    4.369
  123.250   -7.500   60.000    4.362
  123.250   -7.750   60.000    4.313
  123.250   -8.000   60.000    4.258
  123.250   -8.250   60.000    4.226
  123.250   -8.500   60.000    4.332
  123.250   -8.750   60.000    4.513
  123.250   -9.000   60.000    4.387
  123.250   -9.250   60.000    4.266
  123.250   -9.500   60.000    4.201
  123.250   -9.750   60.000    4.231
  123.250  -10.000   60.000    4.319
  123.250  -10.250   60.000    4.384
  123.250  -10.500   60.000    4.397
  123.250  -10.750   60.000    4.390
  123.250  -11.000   60.000    4.380
  123.250  -11.250   60.000    4.370
  123.500   -7.500   60.000    4.361
  123.500   -7.750   60.000    4.310
  123.500   -8.000   60.000    4.257
  123.500   -8.250   60.000    4.247
  123.500   -8.500   60.000    4.403
  123.500   -8.750   60.000    4.551
  123.500   -9.000   60.000    4.409
  123.500   -9.250   60.000    4.289
  123.500   -9.500   60.000    4.223
  123.500   -9.750   60.000    4.276
  123.500  -10.000   60.000    4.377
  123.500  -10.250   60.000    4.429
  123.500  -10.500   60.000    4.422
  123.500  -10.750   60.000    4.399
  123.500  -11.000   60.000    4.382
  123.500  -11.250   60.000    4.370
  123.750   -7.500   60.000    4.359
  123.750   -7.750   60.000    4.303
  123.750   -8.000   60.000    4.239
  123.750   -8.250   60.000    4.216
  123.750   -8.500   60.000    4.374
  123.750   -8.750   60.000    4.501
  123.750   -9.000   60.000    4.376
  123.750   -9.250   60.000    4.310
  123.750   -9.500   60.000    4.304
  123.750   -9.750   60.000    4.388
  123.750  -10.000   60.000    4.493
  123.750  -10.250   60.000    4.498
  123.750  -10.500   60.000    4.452
  123.750  -10.750   60.000    4.408
  123.750  -11.000   60.000    4.383
  123.750  -11.250   60.000    4.369
  124.000   -7.500   60.000    4.357
  124.000   -7.750   60.000    4.303
  124.000   -8.000   60.000    4.229
  124.000   -8.250   60.000    4.191
  124.000   -8.500   60.000    4.322
  124.000   -8.750   60.000    4.443
  124.000   -9.000   60.000    4.345
  124.000   -9.250   60.000    4.328
  124.000   -9.500   60.000    4.429
  124.000   -9.750   60.000    4.558
  124.000  -10.000   60.000    4.640
  124.000  -10.250   60.000    4.573
  124.000  -10.500   60.000    4.477
  124.000  -10.750   60.000    4.412
  124.000  -11.000   60.000    4.380
  124.000  -11.250   60.000    4.366
  124.250   -7.500   60.000    4.359
  124.250   -7.750   60.000    4.323
  124.250   -8.000   60.000    4.263
  124.250   -8.250   60.000    4.228
  124.250   -8.500   60.000    4.298
  124.250   -8.750   60.000    4.383
  124.250   -9.000   60.000    4.354
  124.250   -9.250   60.000    4.385
  124.250   -9.500   60.000    4.553
  124.250   -9.750   60.000    4.703
  124.250  -10.000   60.000    4.750
  124.250  -10.250   60.000    4.626
  124.250  -10.500   60.000    4.490
  124.250  -10.750   60.000    4.409
  124.250  -11.000   60.000    4.375
  124.250  -11.250   60.000    4.365
  124.500   -7.500   60.000    4.366
  124.500   -7.750   60.000    4.364
  124.500   -8.000   60.000    4.347
  124.500   -8.250   60.000    4.337
  124.500   -8.500   60.000    4.347
  124.500   -8.750   60.000    4.393
  124.500   -9.000   60.000    4.401
  124.500   -9.250   60.000    4.481
  124.500   -9.500   60.000    4.630
  124.500   -9.750   60.000    4.737
  124.500  -10.000   60.000    4.747
  124.500  -10.250   60.000    4.613
  124.500  -10.500   60.000    4.474
  124.500  -10.750   60.000    4.396
  124.500  -11.000   60.000    4.368
  124.500  -11.250   60.000    4.364
  124.750   -7.500   60.000    4.373
  124.750   -7.750   60.000    4.406
  124.750   -8.000   60.000    4.429
  124.750   -8.250   60.000    4.433
  124.750   -8.500   60.000    4.409
  124.750   -8.750   60.000    4.448
  124.750   -9.000   60.000    4.468
  124.750   -9.250   60.000    4.550
  124.750   -9.500   60.000    4.658
  124.750   -9.750   60.000    4.716
  124.750  -10.000   60.000    4.668
  124.750  -10.250   60.000    4.544
  124.750  -10.500   60.000    4.437
  124.750  -10.750   60.000    4.379
  124.750  -11.000   60.000    4.362
  124.750  -11.250   60.000    4.365
  125.000   -7.500   60.000    4.376
  125.000   -7.750   60.000    4.430
  125.000   -8.000   60.000    4.477
  125.000   -8.250   60.000    4.488
  125.000   -8.500   60.000    4.470
  125.000   -8.750   60.000    4.533
  125.000   -9.000   60.000    4.536
  125.000   -9.250   60.000    4.560
  125.000   -9.500   60.000    4.614
  125.000   -9.750   60.000    4.633
  125.000  -10.000   60.000    4.562
  125.000  -10.250   60.000    4.468
  125.000  -10.500   60.000    4.399
  125.000  -10.750   60.000    4.366
  125.000  -11.000   60.000    4.360
  125.000  -11.250   60.000    4.367
  125.250   -7.500   60.000    4.375
  125.250   -7.750   60.000    4.429
  125.250   -8.000   60.000    4.483
  125.250   -8.250   60.000    4.510
  125.250   -8.500   60.000    4.532
  125.250   -8.750   60.000    4.627
  125.250   -9.000   60.000    4.603
  125.250   -9.250   60.000    4.554
  125.250   -9.500   60.000    4.547
  125.250   -9.750   60.000    4.525
  125.250  -10.000   60.000    4.466
  125.250  -10.250   60.000    4.408
  125.250  -10.500   60.000    4.373
  125.250  -10.750   60.000    4.360
  125.250  -11.000   60.000    4.362
  125.250  -11.250   60.000    4.368
  125.500   -7.500   60.000    4.371
  125.500   -7.750   60.000    4.407
  125.500   -8.000   60.000    4.452
  125.500   -8.250   60.000    4.499
  125.500   -8.500   60.000    4.562
  125.500   -8.750   60.000    4.699
  125.500   -9.000   60.000    4.656
  125.500   -9.250   60.000    4.553
  125.500   -9.500   60.000    4.495
  125.500   -9.750   60.000    4.447
  125.500  -10.000   60.000    4.402
  125.500  -10.250   60.000    4.372
  125.500  -10.500   60.000    4.361
  125.500  -10.750   60.000    4.361
  125.500  -11.000   60.000    4.365
  125.500  -11.250   60.000    4.370
  125.750   -7.500   60.000    4.366
  125.750   -7.750   60.000    4.369
  125.750   -8.000   60.000    4.383
  125.750   -8.250   60.000    4.424
  125.750   -8.500   60.000    4.538
  125.750   -8.750   60.000    4.737
  125.750   -9.000   60.000    4.683
  125.750   -9.250   60.000    4.549
  125.750   -9.500   60.000    4.464
  125.750   -9.750   60.000    4.406
  125.750  -10.000   60.000    4.371
  125.750  -10.250   60.000    4.358
  125.750  -10.500   60.000    4.360
  125.750  -10.750   60.000    4.365
  125.750  -11.000   60.000    4.368
  125.750  -11.250   60.000    4.370
  126.000   -7.500   60.000    4.361
  126.000   -7.750   60.000    4.336
  126.000   -8.000   60.000    4.322
  126.000   -8.250   60.000    4.350
  126.000   -8.500   60.000    4.477
  126.000   -8.750   60.000    4.698
  126.000   -9.000   60.000    4.674
  126.000   -9.250   60.000    4.541
  126.000   -9.500   60.000    4.447
  126.000   -9.750   60.000    4.388
  126.000  -10.000   60.000    4.362
  126.000  -10.250   60.000    4.358
  126.000  -10.500   60.000    4.363
  126.000  -10.750   60.000    4.368
  126.000  -11.000   60.000    4.370
  126.000  -11.250   60.000    4.369
  126.250   -7.500   60.000    4.361
  126.250   -7.750   60.000    4.320
  126.250   -8.000   60.000    4.295
  126.250   -8.250   60.000    4.314
  126.250   -8.500   60.000    4.419
  126.250   -8.750   60.000    4.600
  126.250   -9.000   60.000    4.611
  126.250   -9.250   60.000    4.507
  126.250   -9.500   60.000    4.427
  126.250   -9.750   60.000    4.380
  126.250  -10.000   60.000    4.363
  126.250  -10.250   60.000    4.362
  126.250  -10.500   60.000    4.367
  126.250  -10.750   60.000    4.370
  126.250  -11.000   60.000    4.370
  126.250  -11.250   60.000    4.369
  126.500   -7.500   60.000    4.364
  126.500   -7.750   60.000    4.323
  126.500   -8.000   60.000    4.301
  126.500   -8.250   60.000    4.321
  126.500   -8.500   60.000    4.396
  126.500   -8.750   60.000    4.487
  126.500   -9.000   60.000    4.501
  126.500   -9.250   60.000    4.449
  126.500   -9.500   60.000    4.401
  126.500   -9.750   60.000    4.373
  126.500  -10.000   60.000    4.365
  126.500  -10.250   60.000    4.366
  126.500  -10.500   60.000    4.369
  126.500  -10.750   60.000    4.370
  126.500  -11.000   60.000    4.369
  126.500  -11.250   60.000    4.369
  126.750   -7.500   60.000    4.367
  126.750   -7.750   60.000    4.336
  126.750   -8.000   60.000    4.322
  126.750   -8.250   60.000    4.342
  126.750   -8.500   60.000    4.393
  126.750   -8.750   60.000    4.419
  126.750   -9.000   60.000    4.421
  126.750   -9.250   60.000    4.400
  126.750   -9.500   60.000    4.380
  126.750   -9.750   60.000    4.368
  126.750  -10.000   60.000    4.366
  126.750  -10.250   60.000    4.368
  126.750  -10.500   60.000    4.369
  126.750  -10.750   60.000    4.369
  126.750  -11.000   60.000    4.369
  126.750  -11.250   60.000    4.369
  127.000   -7.500   60.000    4.369
  127.000   -7.750   60.000    4.351
  127.000   -8.000   60.000    4.341
  127.000   -8.250   60.000    4.353
  127.000   -8.500   60.000    4.379
  127.000   -8.750   60.000    4.383
  127.000   -9.000   60.000    4.380
  127.000   -9.250   60.000    4.374
  127.000   -9.500   60.000    4.369
  127.000   -9.750   60.000    4.367
  127.000  -10.000   60.000    4.368
  127.000  -10.250   60.000    4.369
  127.000  -10.500   60.000    4.369
  127.000  -10.750   60.000    4.369
  127.000  -11.000   60.000    4.369
  127.000  -11.250   60.000    4.369
  127.250   -7.500   60.000    4.370
  127.250   -7.750   60.000    4.361
  127.250   -8.000   60.000    4.355
  127.250   -8.250   60.000    4.357
  127.250   -8.500   60.000    4.364
  127.250   -8.750   60.000    4.365
  127.250   -9.000   60.000    4.365
  127.250   -9.250   60.000    4.366
  127.250   -9.500   60.000    4.367
  127.250   -9.750   60.000    4.368
  127.250  -10.000   60.000    4.369
  127.250  -10.250   60.000    4.370
  127.250  -10.500   60.000    4.369
  127.250  -10.750   60.000    4.369
  127.250  -11.000   60.000    4.369
  127.250  -11.250   60.000    4.369
  127.500   -7.500   60.000    4.370
  127.500   -7.750   60.000    4.368
  127.500   -8.000   60.000    4.365
  127.500   -8.250   60.000    4.364
  127.500   -8.500   60.000    4.364
  127.500   -8.750   60.000    4.364
  127.500   -9.000   60.000    4.365
  127.500   -9.250   60.000    4.367
  127.500   -9.500   60.000    4.369
  127.500   -9.750   60.000    4.370
  127.500  -10.000   60.000    4.370
  127.500  -10.250   60.000    4.369
  127.500  -10.500   60.000    4.369
  127.500  -10.750   60.000    4.369
  127.500  -11.000   60.000    4.369
  127.500  -11.250   60.000    4.369
  127.750   -7.500   60.000    4.370
  127.750   -7.750   60.000    4.371
  127.750   -8.000   60.000    4.371
  127.750   -8.250   60.000    4.370
  127.750   -8.500   60.000    4.368
  127.750   -8.750   60.000    4.368
  127.750   -9.000   60.000    4.369
  127.750   -9.250   60.000    4.370
  127.750   -9.500   60.000    4.371
  127.750   -9.750   60.000    4.371
  127.750  -10.000   60.000    4.370
  127.750  -10.250   60.000    4.369
  127.750  -10.500   60.000    4.369
  127.750  -10.750   60.000    4.369
  127.750  -11.000   60.000    4.369
  127.750  -11.250   60.000    4.369
  128.000   -7.500   60.000    4.370
  128.000   -7.750   60.000    4.372
  128.000   -8.000   60.000    4.372
  128.000   -8.250   60.000    4.372
  128.000   -8.500   60.000    4.371
  128.000   -8.750   60.000    4.371
  128.000   -9.000   60.000    4.371
  128.000   -9.250   60.000    4.371
  128.000   -9.500   60.000    4.371
  128.000   -9.750   60.000    4.370
  128.000  -10.000   60.000    4.369
  128.000  -10.250   60.000    4.368
  128.000  -10.500   60.000    4.369
  128.000  -10.750   60.000    4.369
  128.000  -11.000   60.000    4.369
  128.000  -11.250   60.000    4.369
  128.250   -7.500   60.000    4.369
  128.250   -7.750   60.000    4.371
  128.250   -8.000   60.000    4.371
  128.250   -8.250   60.000    4.371
  128.250   -8.500   60.000    4.371
  128.250   -8.750   60.000    4.371
  128.250   -9.000   60.000    4.371
  128.250   -9.250   60.000    4.371
  128.250   -9.500   60.000    4.370
  128.250   -9.750   60.000    4.369
  128.250  -10.000   60.000    4.369
  128.250  -10.250   60.000    4.368
  128.250  -10.500   60.000    4.369
  128.250  -10.750   60.000    4.369
  128.250  -11.000   60.000    4.369
  128.250  -11.250   60.000    4.369
  128.500   -7.500   60.000    4.369
  128.500   -7.750   60.000    4.369
  128.500   -8.000   60.000    4.369
  128.500   -8.250   60.000    4.369
  128.500   -8.500   60.000    4.369
  128.500   -8.750   60.000    4.369
  128.500   -9.000   60.000    4.369
  128.500   -9.250   60.000    4.369
  128.500   -9.500   60.000    4.369
  128.500   -9.750   60.000    4.369
  128.500  -10.000   60.000    4.369
  128.500  -10.250   60.000    4.369
  128.500  -10.500   60.000    4.369
  128.500  -10.750   60.000    4.369
  128.500  -11.000   60.000    4.369
  128.500  -11.250   60.000    4.369
  117.500   -7.500   65.000    4.404
  117.500   -7.750   65.000    4.404
  117.500   -8.000   65.000    4.404
  117.500   -8.250   65.000    4.404
  117.500   -8.500   65.000    4.404
  117.500   -8.750   65.000    4.403
  117.500   -9.000   65.000    4.403
  117.500   -9.250   65.000    4.404
  117.500   -9.500   65.000    4.404
  117.500   -9.750   65.000    4.404
  117.500  -10.000   65.000    4.404
  117.500  -10.250   65.000    4.404
  117.500  -10.500   65.000    4.404
  117.500  -10.750   65.000    4.404
  117.500  -11.000   65.000    4.404
  117.500  -11.250   65.000    4.404
  117.750   -7.500   65.000    4.404
  117.750   -7.750   65.000    4.406
  117.750   -8.000   65.000    4.407
  117.750   -8.250   65.000    4.405
  117.750   -8.500   65.000    4.396
  117.750   -8.750   65.000    4.373
  117.750   -9.000   65.000    4.385
  117.750   -9.250   65.000    4.402
  117.750   -9.500   65.000    4.406
  117.750   -9.750   65.000    4.406
  117.750  -10.000   65.000    4.405
  117.750  -10.250   65.000    4.404
  117.750  -10.500   65.000    4.404
  117.750  -10.750   65.000    4.404
  117.750  -11.000   65.000    4.404
  117.750  -11.250   65.000    4.404
  118.000   -7.500   65.000    4.404
  118.000   -7.750   65.000    4.408
  118.000   -8.000   65.000    4.409
  118.000   -8.250   65.000    4.405
  118.000   -8.500   65.000    4.388
  118.000   -8.750   65.000    4.339
  118.000   -9.000   65.000    4.369
  118.000   -9.250   65.000    4.401
  118.000   -9.500   65.000    4.407
  118.000   -9.750   65.000    4.408
  118.000  -10.000   65.000    4.406
  118.000  -10.250   65.000    4.404
  118.000  -10.500   65.000    4.404
  118.000  -10.750   65.000    4.404
  118.000  -11.000   65.000    4.404
  118.000  -11.250   65.000    4.404
  118.250   -7.500   65.000    4.404
  118.250   -7.750   65.000    4.410
  118.250   -8.000   65.000    4.412
  118.250   -8.250   65.000    4.407
  118.250   -8.500   65.000    4.383
  118.250   -8.750   65.000    4.335
  118.250   -9.000   65.000    4.370
  118.250   -9.250   65.000    4.402
  118.250   -9.500   65.000    4.409
  118.250   -9.750   65.000    4.410
  118.250  -10.000   65.000    4.407
  118.250  -10.250   65.000    4.404
  118.250  -10.500   65.000    4.403
  118.250  -10.750   65.000    4.404
  118.250  -11.000   65.000    4.404
  118.250  -11.250   65.000    4.404
  118.500   -7.500   65.000    4.404
  118.500   -7.750   65.000    4.411
  118.500   -8.000   65.000    4.414
  118.500   -8.250   65.000    4.408
  118.500   -8.500   65.000    4.380
  118.500   -8.750   65.000    4.337
  118.500   -9.000   65.000    4.374
  118.500   -9.250   65.000    4.404
  118.500   -9.500   65.000    4.410
  118.500   -9.750   65.000    4.410
  118.500  -10.000   65.000    4.407
  118.500  -10.250   65.000    4.404
  118.500  -10.500   65.000    4.403
  118.500  -10.750   65.000    4.404
  118.500  -11.000   65.000    4.404
  118.500  -11.250   65.000    4.404
  118.750   -7.500   65.000    4.404
  118.750   -7.750   65.000    4.412
  118.750   -8.000   65.000    4.415
  118.750   -8.250   65.000    4.407
  118.750   -8.500   65.000    4.376
  118.750   -8.750   65.000    4.337
  118.750   -9.000   65.000    4.377
  118.750   -9.250   65.000    4.406
  118.750   -9.500   65.000    4.411
  118.750   -9.750   65.000    4.410
  118.750  -10.000   65.000    4.406
  118.750  -10.250   65.000    4.404
  118.750  -10.500   65.000    4.403
  118.750  -10.750   65.000    4.404
  118.750  -11.000   65.000    4.404
  118.750  -11.250   65.000    4.404
  119.000   -7.500   65.000    4.404
  119.000   -7.750   65.000    4.411
  119.000   -8.000   65.000    4.413
  119.000   -8.250   65.000    4.403
  119.000   -8.500   65.000    4.369
  119.000   -8.750   65.000    4.334
  119.000   -9.000   65.000    4.381
  119.000   -9.250   65.000    4.409
  119.000   -9.500   65.000    4.411
  119.000   -9.750   65.000    4.409
  119.000  -10.000   65.000    4.406
  119.000  -10.250   65.000    4.403
  119.000  -10.500   65.000    4.403
  119.000  -10.750   65.000    4.404
  119.000  -11.000   65.000    4.404
  119.000  -11.250   65.000    4.404
  119.250   -7.500   65.000    4.404
  119.250   -7.750   65.000    4.409
  119.250   -8.000   65.000    4.409
  119.250   -8.250   65.000    4.398
  119.250   -8.500   65.000    4.361
  119.250   -8.750   65.000    4.331
  119.250   -9.000   65.000    4.390
  119.250   -9.250   65.000    4.427
  119.250   -9.500   65.000    4.410
  119.250   -9.750   65.000    4.405
  119.250  -10.000   65.000    4.404
  119.250  -10.250   65.000    4.403
  119.250  -10.500   65.000    4.403
  119.250  -10.750   65.000    4.404
  119.250  -11.000   65.000    4.404
  119.250  -11.250   65.000    4.404
